ticker,company_name,sector,industry,current_price,market_cap_billions,total_score,growth_score,value_score,quality_score,momentum_score,sentiment_score,sector_score,revenue_growth,earnings_growth,gross_margin,operating_margin,trailing_pe,forward_pe,price_to_sales,price_to_book,peg_ratio,return_on_equity,debt_to_equity,insider_ownership,institutional_ownership,short_percent,target_price,recommendation,num_analysts,beta,average_volume
VELO,"Velo3D, Inc.",Technology,Computer Hardware,14.12,0.347600928,34,12,4,0,6,3,9,0.654,,-0.01835,-0.77933,,,7.071096,9.791955,,-2.24166,108.403,0.50494,0.11175,0.17040001,18.0,,1.0,1.969,1379571
VIAV,Viavi Solutions Inc.,Technology,Communication Equipment,24.7,5.513012224,34,6,4,8,4,3,9,0.166,,0.59501,0.10261,,24.952017,4.814017,7.28184,,0.02132,86.448,0.01646,1.02561,0.0556,26.07143,1.375,7.0,0.948,3931086
VKTX,"Viking Therapeutics, Inc.",Healthcare,Biotechnology,30.24,3.418219008,34,0,6,5,6,2,15,,,0.0,0.0,,-8.132706,,4.768964,,-0.29227,0.106,0.021760002,0.65836,0.26639998,93.38889,1.38889,18.0,0.703,3228413
VTYX,"Ventyx Biosciences, Inc.",Healthcare,Biotechnology,13.95,1.000914496,34,0,1,5,8,5,15,,,0.0,0.0,,-8.563588,,5.1994033,,-0.45352,5.238,0.04219,0.67990994,0.0673,14.14286,,7.0,1.242,3271736
WKC,World Kinect Corporation,Energy,Oil & Gas Refining & Marketing,26.75,1.48619712,34,0,10,5,8,2,9,-0.105,-0.193,0.025799999,0.00721,,11.114943,0.03947602,0.9192755,,-0.2357,48.903,0.0383,1.0992199,0.16280001,28.66667,,3.0,1.136,902666
AAOI,"Applied Optoelectronics, Inc.",Technology,Communication Equipment,39.57,2.701835264,33,12,3,4,0,5,9,0.821,,0.29332,-0.15331,,46.77305,6.4068255,4.817385,,-0.40431,42.062,0.04397,0.6358,0.1823,36.6,2.33333,5.0,3.248,5168351
ACVA,ACV Auctions Inc.,Consumer Cyclical,Auto & Truck Dealerships,7.88,1.429990272,33,6,12,4,4,3,4,0.165,,0.28976,-0.025090002,,31.677118,1.9443084,3.123266,,-0.16329001,60.964,0.023,1.01463,0.0687,10.70833,2.21429,12.0,1.629,3909876
ALH,Alliance Laundry Holdings Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",21.81,4.423655424,33,8,9,6,4,2,4,0.139,,0.3712,0.19535999,36.35,18.145212,2.6496904,-27.642586,,,,0.05743,0.80163,0.1392,31.125,1.375,8.0,,1117738
AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,14.85,1.630820608,33,0,10,10,2,2,9,,,0.0,291.0421,,-11.883802,-2452.3618,4.909091,,-0.56525004,1.788,0.0756,1.04069,0.13239999,20.22222,1.18182,9.0,-0.306,1627851
AP,Ampco-Pittsburgh Corporation,Industrials,Metal Fabrication,5.82,0.118299584,33,3,10,1,2,8,9,0.123,,0.20015,0.043080002,,25.304348,0.277494,1.9589365,,-0.04081,187.586,0.23469,0.45896,0.0031,,,,0.803,213381
ASPI,ASP Isotopes Inc.,Basic Materials,Chemicals,7.24,0.905797248,33,12,5,0,4,8,4,3.495,,0.22996001,-3.06102,,-13.490599,108.04712,9.129887,,-1.52556,117.652,0.1728,0.4779,0.1942,13.0,,3.0,3.495,6364070
BDJ,Blackrock Enhanced Equity Divid,Financial Services,Asset Management,9.62,1.702207872,33,3,5,17,2,2,4,-0.069,0.129,1.0,0.69526,9.917525,,37.733345,1.0249307,,0.10333,0.451,0.0,0.18037,0.0023999999,,,,0.862,445886
BRBR,"BellRing Brands, Inc.",Consumer Defensive,Packaged Foods,25.04,2.996589056,33,11,9,4,2,3,4,0.166,-0.13,0.33256,0.15767,14.904763,11.31864,1.2935289,-6.6648927,,,,0.01475,1.09657,0.0668,35.85714,1.73333,14.0,0.727,4094120
BRW,187480,Financial Services,Asset Management,6.78,0.290773088,33,3,7,14,0,5,4,-0.331,0.15,1.0,-0.82999,5.215385,,9.425918,0.811976,,0.1585,17.178,0.0,0.33134997,0.001,,,,0.424,318180
BZH,"Beazer Homes USA, Inc.",Consumer Cyclical,Residential Construction,24.21,0.720488384,33,5,10,3,8,3,4,-0.018,-0.399,0.14778,0.033970002,15.927631,8.179053,0.3038042,0.56381,,0.03675,84.624,0.07372,0.86703,0.0594,26.0,2.0,3.0,2.189,430481
CAL,"Caleres, Inc.",Consumer Cyclical,Apparel Retail,12.33,0.417932256,33,8,14,3,4,0,4,0.066,-0.941,0.43284,0.02428,19.265625,7.3832335,0.15467411,0.67777044,,0.029790001,153.695,0.03677,1.01759,0.2,17.0,2.0,2.0,0.653,1068255
CDP,COPT Defense Properties,Real Estate,REIT - Office,30.21,3.492686592,33,6,7,9,4,3,4,0.007,0.154,0.57845,0.3129,22.886362,22.886362,4.639859,2.2593672,,0.09993,157.675,0.0028400002,1.11014,0.0554,33.125,1.75,8.0,0.873,1032006
CMTL,Comtech Telecommunications Corp,Technology,Communication Equipment,5.77,0.170961504,33,0,10,3,4,7,9,-0.041,,0.30343,0.0035499998,,-7.0365853,0.3455443,1.9958491,,-0.07879,92.564,0.086389996,0.46795,0.026300002,6.0,,1.0,1.047,358053
CTEV,Claritev Corporation,Healthcare,Health Information Services,26.93,0.445035584,33,3,10,7,2,2,9,0.067,,0.74716,0.097370006,,4.9052825,0.46796393,-4.3660827,,-6.4633803,,0.0668,0.86509,0.1076,57.25,,4.0,0.516,227168
CTNM,"Contineum Therapeutics, Inc.",Healthcare,Biotechnology,14.6,0.533329952,33,0,7,5,0,6,15,,,0.0,0.0,,-6.6406803,,2.3609314,,-0.304,3.044,0.011419999,0.58145,0.0916,20.33333,,6.0,,230663
DRVN,Driven Brands Holdings Inc.,Consumer Cyclical,Auto & Truck Dealerships,15.22,2.502993408,33,3,12,4,8,2,4,0.066,,0.41851002,0.11562,,10.864367,1.026113,3.1544044,,-0.27287,347.262,0.021540001,1.03947,0.19870001,20.92308,1.71429,13.0,1.043,1059341
EOSE,"Eos Energy Enterprises, Inc.",Industrials,Electrical Equipment & Parts,16.11,5.221221888,33,12,0,0,4,5,12,34.728,,-1.7794,-1.9807299,,-104.903305,82.27839,-1.9558091,,,,0.01745,0.51232,0.2531,16.125,2.25,8.0,2.12,21335036
EPC,Edgewell Personal Care Company,Consumer Defensive,Household & Personal Products,18.89,0.882448384,33,8,12,6,0,3,4,0.038,,0.41979,0.0726,35.64151,7.5476975,0.39687356,0.5651289,,0.01619,95.635,0.01391,1.0090799,0.0779,22.33333,2.28571,6.0,0.616,710828
FIBK,"First Interstate BancSystem, In",Financial Services,Banks - Regional,36.14,3.718466816,33,9,9,5,0,6,4,0.079,0.28,0.0,0.398,12.292517,12.345805,3.8989902,1.0895058,,0.07202,,0.16150999,0.91933,0.0817,37.375,2.5,8.0,0.782,1364323
FRA,Blackrock Floating Rate Income ,Financial Services,Asset Management,11.8,0.418130176,33,0,7,14,4,4,4,-0.196,-0.437,1.0,0.89606005,13.563218,,8.545386,0.9467266,,0.06796,31.297,0.0,0.28378,0.0047,,,,0.42,255490
JBIO,"Jade Biosciences, Inc.",Healthcare,Biotechnology,15.38,0.758454464,33,0,7,5,2,4,15,,,0.0,0.0,,,,2.7978897,,,0.483,0.00987,0.79322,,21.5,1.0,6.0,,311611
MATW,Matthews International Corporat,Industrials,Conglomerates,26.02,0.809900608,33,0,14,1,8,1,9,-0.286,,0.34182,0.02431,,16.416403,0.5407669,1.6661332,,-0.05331,159.373,0.0471,0.87501997,0.0892,38.0,,2.0,1.176,296638
MBC,"MasterBrand, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",12.01,1.522620288,33,5,12,4,8,0,4,-0.027,-0.364,0.31308,0.084989995,19.063492,11.891089,0.5521141,1.0999177,,0.06192,77.788,0.01891,1.07962,0.1892,15.0,,1.0,1.463,1673736
MED,MEDIFAST INC,Consumer Cyclical,Personal Services,11.15,0.122552688,33,5,14,10,0,0,4,-0.362,,0.72439003,-0.045640003,557.5,-6.9254656,0.28520855,0.53369707,,0.00118,5.711,0.03203,0.85542,0.2019,15.0,,1.0,0.502,243228
MH,"McGraw Hill, Inc.",Consumer Defensive,Education & Training Services,14.83,2.832552448,33,0,12,9,6,2,4,-0.028,-0.289,0.80612,0.23681,,9.006711,1.3522782,3.564904,,,363.9,0.00451,1.02404,0.113900006,20.83333,1.38462,12.0,,655071
MLKN,"MillerKnoll, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",19.43,1.331242112,33,0,15,4,8,2,4,-0.016,-0.286,0.38721,0.05381,,8.687021,0.35510206,1.0203224,,-0.01573,133.791,0.01603,0.96255,0.0363,32.0,,1.0,1.314,853191
MMI,"Marcus & Millichap, Inc.",Real Estate,Real Estate Services,26.98,1.052138368,33,6,10,7,4,2,4,0.151,,0.37743,-0.01224,,46.11966,1.4004537,1.7493353,,-0.010930001,13.044,0.03506,0.96922,0.021,29.0,,1.0,1.333,312335
NAD,Nuveen Quality Municipal Income,Financial Services,Asset Management,12.08,2.819528192,33,8,5,12,0,4,4,-0.016,0.508,1.0,0.85885,43.142857,,12.292635,0.98733145,,0.02232,71.11,0.00057,0.21914,0.0038,,,,0.657,766836
NEA,Nuveen AMT-Free Quality Municip,Financial Services,Asset Management,11.65,3.483261184,33,8,5,14,0,2,4,-0.014,0.609,1.0,0.82093,41.60714,,12.905477,0.9872045,,0.0227,68.552,0.00082,0.19297001,0.0045,,,,0.73,966210
OSCR,"Oscar Health, Inc.",Healthcare,Healthcare Plans,14.93,4.299201024,33,6,8,2,4,4,9,0.232,,0.16163,-0.04329,,4182.0728,0.38084352,3.8067315,,-0.22237,72.255,0.03927,0.67491996,0.1103,15.77778,3.4,9.0,1.899,11378906
PUMP,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,11.44,1.394415616,33,0,12,5,0,7,9,-0.186,,0.2331,-0.037839998,,-48.832542,1.0725969,1.439718,,-0.020469999,24.449,0.20382999,0.72852,0.2065,13.625,2.375,8.0,0.759,2707375
SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,Apparel Retail,18.43,0.504520672,33,0,10,8,6,5,4,-0.032,-0.243,0.36540002,0.06267,8.776191,11.788938,0.44093865,0.73849976,,0.08777001,53.104,0.35578,0.75628996,0.2362,19.0,,1.0,1.306,594650
TERN,"Terns Pharmaceuticals, Inc.",Healthcare,Biotechnology,34.2,3.719841024,33,0,5,5,6,2,15,,,0.0,0.0,,-28.238558,,10.536044,,-0.29123,0.362,0.00597,0.84015,0.1486,58.125,1.2,8.0,-0.281,4152423
TRVI,"Trevi Therapeutics, Inc.",Healthcare,Biotechnology,10.69,1.37078016,33,0,5,5,6,2,15,,,0.0,0.0,,-22.74468,,7.2229724,,-0.3687,0.434,0.00684,1.03719,0.13949999,21.3,,10.0,0.916,1848363
TWO,Two Harbors Investment Corp,Real Estate,REIT - Mortgage,13.29,1.384312832,33,0,10,10,4,5,4,,,0.97384,0.26029,,9.466217,2.601075,1.1828053,,-0.09606,476.285,0.01318,0.67990994,0.0939,12.2,2.77778,5.0,1.222,2824016
UTF,Cohen & Steers Infrastructure F,Financial Services,Asset Management,25.96,2.540893696,33,0,5,16,4,4,4,,,1.0,0.79352,5.558886,,18.327717,1.0179594,,0.12164,42.55,0.0,0.21583,0.0007,,,,0.846,408410
ALHC,"Alignment Healthcare, Inc.",Healthcare,Healthcare Plans,22.5,4.502064128,32,9,5,1,6,2,9,0.435,,0.12416001,0.00828,,54.878048,1.2377979,27.812113,,-0.15161,203.655,0.03975,0.96199,0.13239999,24.16667,1.41667,12.0,1.162,2821111
BGY,Blackrock Enhanced Internationa,Financial Services,Asset Management,6.02,0.559486208,32,8,5,10,0,5,4,-0.121,1.326,1.0,0.65879,46.307693,,37.571434,0.9593625,,0.07048,,0.0,0.41978002,0.0044,,,,0.746,293590
BLMN,"Bloomin' Brands, Inc.",Consumer Cyclical,Restaurants,6.16,0.524937248,32,8,12,2,4,2,4,0.021,,0.13581,-0.00427,16.648647,7.108485,0.1328016,1.5247525,,0.12433,634.892,0.0229,1.0338401,0.1292,7.59615,2.78571,13.0,1.121,2199360
CCRN,"Cross Country Healthcare, Inc.",Healthcare,Medical Care Facilities,9.17,0.300408768,32,0,10,6,0,4,12,-0.206,,0.20185,0.00322,,95.81026,0.26644453,0.73073554,,-0.03765,0.54,0.05352,0.98955,0.038900003,9.6625,,4.0,0.446,887748
CGEM,"Cullinan Therapeutics, Inc.",Healthcare,Biotechnology,11.92,0.704188992,32,0,10,5,0,2,15,,,0.0,0.0,,-3.5925148,,1.5602095,,-0.40179002,0.263,0.00635,1.09953,0.1649,29.43333,,9.0,-0.089,1045703
DSU,"Blackrock Debt Strategies Fund,",Financial Services,Asset Management,10.18,0.630948288,32,0,5,15,4,4,4,-0.122,-0.303,1.0,0.91853,12.886076,,11.810457,0.9832899,,0.074489996,20.809,2.0000001e-05,0.25481,0.008,,,,0.493,266833
ERAS,"Erasca, Inc.",Healthcare,Biotechnology,10.31,3.191840256,32,0,0,5,6,6,15,,,0.0,0.0,,-22.268782,,8.409462,,-0.32004002,13.882,0.10815,0.75598,0.1066,10.22222,1.7,9.0,1.151,4615536
EVV,316100,Financial Services,Asset Management,9.925,1.153319296,32,0,7,14,4,3,4,-0.029,-0.057,1.0,0.87647,14.595589,,8.332856,0.94004554,,0.053850003,39.715,5e-05,0.33687,,,,,0.687,312320
EYE,"National Vision Holdings, Inc.",Consumer Cyclical,Specialty Retail,26.54,2.104875776,32,3,10,7,6,2,4,0.079,,0.58687,0.02526,,28.638948,1.0955163,2.4494693,,-0.0037099998,80.764,0.021240002,1.16784,0.17729999,33.18182,1.58333,11.0,1.383,1470603
FTF,52385,Financial Services,Asset Management,6.18,0.249705216,32,0,7,14,4,3,4,-0.132,-0.034,1.0,0.85940003,12.875,,7.232573,0.90682316,,0.070149995,37.731,0.0,0.33641,,,,,0.449,213011
FTRE,Fortrea Holdings Inc.,Healthcare,Biotechnology,17.05,1.575419904,32,3,8,0,4,2,15,0.039,,0.18608999,-0.00528,,21.805578,0.57082504,2.7067788,,-0.98133004,204.649,0.0055,1.04592,0.1439,16.43636,2.5,11.0,1.567,1363145
GEL,"Genesis Energy, L.P.",Energy,Oil & Gas Midstream,17.31,2.11985728,32,3,5,4,4,7,9,0.042,,0.23375,0.18983,,23.08,0.73251116,-7.0855503,,-0.03439,437.298,0.13092,0.77147,0.07,19.33333,1.33333,3.0,0.828,306540
GEOS,Geospace Technologies Corporati,Energy,Oil & Gas Equipment & Services,16.62,0.214185248,32,0,10,5,4,4,9,-0.133,,0.2969,-0.29977,,41.550003,1.9330275,1.6976508,,-0.07476,0.776,0.03061,0.54618,0.0674,,,,0.476,235916
GRPN,"Groupon, Inc.",Communication Services,Internet Content & Information,14.76,0.601540928,32,3,10,6,0,4,9,0.073,,0.90859,0.017339999,,7.8930483,1.2125568,-10.10267,,,,0.13508001,0.9756,0.4041,35.33333,,3.0,0.011,1151030
LIND,Lindblad Expeditions Holdings I,Consumer Cyclical,Travel Services,16.82,0.931840512,32,6,5,6,4,7,4,0.166,,0.49067003,0.15324001,,59.71315,1.2653192,-3.625,,,,0.31195,0.72736,0.156,17.5,1.5,4.0,2.286,490675
MQY,Blackrock MuniYield Quality Fun,Financial Services,Asset Management,11.63,0.83542496,32,3,5,14,2,4,4,0.03,,1.0,0.8323,,,12.39422,0.98928213,,-0.06019,69.355,0.0,0.25731,0.0023,,,,0.696,281463
MYI,Blackrock MuniYield Quality Fun,Financial Services,Asset Management,11.14,0.740445184,32,3,5,14,2,4,4,0.03,,1.0,0.87984,,,12.384254,0.9898703,,-0.05039,69.845,0.00307,0.26863,0.00059999997,,,,0.623,213146
NVTS,Navitas Semiconductor Corporati,Technology,Semiconductors,9.46,2.180493824,32,0,1,5,4,7,15,-0.534,,0.24184999,-1.67267,,-46.875774,38.525986,5.4808807,,-0.33251998,1.87,0.10267,0.40041,0.21120001,8.275,2.875,8.0,3.152,22896761
ORKA,"Oruka Therapeutics, Inc.",Healthcare,Biotechnology,35.26,1.70690944,32,0,8,5,2,2,15,,,0.0,0.0,,-14.751657,,3.5259998,,,0.393,0.03573,0.97235,0.1527,55.66667,1.15385,12.0,,554591
PACK,Ranpak Holdings Corp,Consumer Cyclical,Packaging & Containers,5.21,0.439598304,32,3,14,2,4,5,4,0.08,,0.34939,-0.04618,,-43.416668,1.1326934,0.8172549,,-0.07186,80.346,0.08927,0.87508005,0.087,7.75,,3.0,2.764,380606
PBF,PBF Energy Inc.,Energy,Oil & Gas Refining & Marketing,33.26,3.853087232,32,0,10,4,2,7,9,-0.087,,-0.00033,-0.00306,,17.271282,0.13041817,0.7362316,,-0.0935,59.153,0.2814,0.79082,0.2928,31.92308,3.42857,13.0,0.453,3044521
PDM,"Piedmont Realty Trust, Inc.",Real Estate,REIT - Office,8.35,1.039736064,32,0,12,6,6,4,4,-0.001,,0.59669,0.13187,,-83.5,1.8390299,0.67704535,,-0.04442,142.709,0.01281,0.92761004,0.0458,10.0,2.33333,3.0,1.248,708833
PKST,Peakstone Realty Trust,Real Estate,REIT - Office,15.04,0.553334656,32,0,10,6,6,6,4,-0.035,,0.83874,0.044650003,,-39.57895,2.49817,0.74662435,,-0.00387,134.447,0.01775,0.54417,0.052699998,17.0,2.0,3.0,1.736,211616
RARE,Ultragenyx Pharmaceutical Inc.,Healthcare,Biotechnology,24.27,2.341510656,32,3,9,0,4,1,15,0.147,,-0.25978002,-1.0685099,,-5.68263,3.7131588,255.4737,,-3.13433,5341.376,0.03119,1.04518,0.0951,64.0,1.33333,20.0,0.154,2408901
RGTI,"Rigetti Computing, Inc.",Technology,Computer Hardware,19.85,6.551017984,32,0,5,5,8,5,9,-0.181,,0.32226002,-10.55419,,-132.33333,874.1684,17.36658,,-1.4189999,2.043,0.01606,0.50958,0.13159999,38.85091,1.58333,11.0,1.713,39080195
SLDB,Solid Biosciences Inc.,Healthcare,Biotechnology,6.6,0.514207584,32,0,8,5,2,2,15,,,0.0,0.0,,-3.2774835,,2.3588276,,-0.8683,10.065,0.00555,1.05452,0.1312,15.75,1.30769,12.0,2.69,1092381
SMMT,Summit Therapeutics Inc.,Healthcare,Biotechnology,15.4,11.464415232,32,0,5,5,2,5,15,,,0.0,0.0,,-14.983683,,59.689922,,-2.92492,2.823,0.86053,0.14285,0.3141,33.322433,1.625,13.0,-1.512,2622375
ST,Sensata Technologies Holding pl,Technology,Scientific & Technical Instruments,34.92,5.08710144,32,0,10,2,4,4,12,-0.052,,0.28708,0.109689996,,9.564713,1.377011,1.8712823,,-0.00921,117.829,0.01149,1.09844,0.0465,39.8,2.1875,15.0,1.144,1329588
STEL,"Stellar Bancorp, Inc.",Financial Services,Banks - Regional,36.88,1.887794944,32,5,9,5,0,9,4,-0.031,0.086,0.0,0.3637,18.532663,17.153488,4.5320964,1.1428572,,0.06217,,0.098929994,0.62595004,0.021300001,32.4,2.8,5.0,0.778,280745
TE,T1 Energy Inc.,Industrials,Electrical Equipment & Parts,8.88,1.885808384,32,0,6,0,6,8,12,,,0.18244,-0.1972,,-71.04,4.7182603,15.443479,,-0.55415,450.883,0.27801,0.32854,0.147,10.5,1.2,5.0,1.565,19144031
VGM,Invesco Trust for Investment Gr,Financial Services,Asset Management,10.26,0.556420032,32,3,5,14,2,4,4,0.008,,1.0,0.88214,,,13.098388,1.026,,-0.05375,65.686,2.0000001e-05,0.26516,0.0056,,,,0.699,201081
VSTS,Vestis Corporation,Industrials,Rental & Leasing Services,6.56,0.865585024,32,3,10,1,4,5,9,0.041,,0.26501,0.0336,,14.079368,0.3165031,0.9992384,,-0.045479998,163.886,0.16261,1.04317,0.1707,6.13333,,6.0,0.955,2543745
WULF,TeraWulf Inc.,Financial Services,Capital Markets,14.54,6.087634432,32,12,5,4,2,5,4,0.869,,0.50245,-0.12037,,-27.177568,36.321533,25.33101,,-1.81955,438.773,0.27041999,0.80700994,0.2872,22.10417,1.18182,12.0,4.338,32919043
BBAI,"BigBear.ai, Inc.",Technology,Information Technology Services,5.52,2.527568896,31,0,5,5,4,5,12,-0.201,,0.27278,-0.53348,,-27.6,17.528337,3.9428573,,-1.20338,18.506,0.00625,0.36328998,0.22469999,6.66667,,3.0,3.214,92312911
BHK,Blackrock Core Bond Trust Black,Financial Services,Asset Management,9.54,0.689019072,31,3,5,14,0,5,4,0.014,,1.0,0.90097,16.448277,,13.11118,0.9484987,,0.06028,32.075,0.0,0.38542998,0.0005,,,,0.709,323668
BIOA,"BioAge Labs, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,19.1,0.797472256,31,5,3,5,2,7,9,,,-0.63174,-11.2658205,1.4033799,-6.786599,134.77644,2.4677005,,-0.25639,2.571,0.02562,0.59808,0.0356,12.0,2.4,3.0,,591405
BTSG,"BrightSpring Health Services, I",Healthcare,Health Information Services,39.83,7.183432704,31,11,6,1,2,2,9,0.282,,0.13276,0.026349999,73.75926,29.840794,0.54006076,4.5307703,,0.062750004,148.231,0.03155,1.08425,0.13319999,44.13333,1.125,15.0,,1951398
CNNE,"Cannae Holdings, Inc.",Consumer Cyclical,Restaurants,14.54,0.7615872,31,0,14,5,6,2,4,-0.061,,-0.029059999,-0.12347999,,-7.838275,1.7703096,0.6198312,,-0.2617,17.764,0.13767,0.94966006,0.107200004,20.5,1.5,2.0,1.117,649790
CRF,33138,Financial Services,Asset Management,7.9,1.216002816,31,0,5,12,8,2,4,-0.344,-0.594,1.0,0.37783,9.08046,,158.29921,1.2073972,,0.13174,,0.0,0.25751,0.1266,,,,1.222,1372698
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,21.28,4.426059776,31,0,15,8,4,0,4,-0.002,,0.50251,0.17881,,63.52239,0.3893095,1.1534501,,-0.04259,647.396,0.021559998,1.0661,0.1988,32.10526,1.84211,19.0,2.034,6865896
DFTX,"Definium Therapeutics, Inc.",Healthcare,Biotechnology,17.24,1.67605888,31,0,5,4,2,5,15,,,0.0,0.0,,-9.723632,,10.135215,,-0.85592,31.383,0.0059399996,0.41979,0.1719,30.0,1.23077,12.0,2.621,2060046
FFIC,Flushing Financial Corporation,Financial Services,Banks - Regional,15.76,0.532348224,31,5,10,4,4,4,4,,,0.0,0.16223,29.185184,9.270588,2.3540232,0.7519084,,0.02636,,0.03891,0.73239,0.0121,17.15,3.0,2.0,0.821,384795
FHB,"First Hawaiian, Inc.",Financial Services,Banks - Regional,27.57,3.435981312,31,11,9,5,0,2,4,0.095,0.229,0.0,0.44814998,13.448781,12.230775,4.168292,1.2476243,,0.09618,,0.00602,1.05989,0.1074,27.61111,3.6,9.0,0.718,1375285
FLO,"Flowers Foods, Inc.",Consumer Defensive,Packaged Foods,11.07,2.337742848,31,5,12,8,0,2,4,,,0.48944,0.07275,12.164834,11.348375,0.45527932,1.6448736,,0.13726,87.609,0.07786,0.8351,0.13260001,13.16667,2.83333,6.0,0.311,4206908
FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Auto Parts,18.49,0.772907072,31,3,12,3,6,3,4,0.048,,0.30392,0.040120002,,12.096272,0.52972007,0.8084827,,-0.23956,84.355,0.00563,1.05388,0.0736,22.57143,,7.0,1.466,910028
GME,GameStop Corporation,Consumer Cyclical,Specialty Retail,22.81,10.219096064,31,8,10,4,0,5,4,-0.046,2.268,0.30794,0.06334,25.920454,28.160494,2.6834452,1.9265202,,0.083459996,82.812,0.08884,0.39609,0.1607,,,,-1.207,6772898
GPGI,"GPGI, Inc.",Industrials,Metal Fabrication,24.27,7.02411264,31,0,0,6,6,10,9,,,0.50586,0.05633,,21.718122,43.714096,19.893442,,,,0.20753,0.40999,0.0306,26.2,1.2,5.0,1.008,1479653
HZO,"MarineMax, Inc.  (FL)",Consumer Cyclical,Specialty Retail,24.65,0.539083584,31,0,12,1,10,4,4,-0.019,,0.32487,0.020599999,,14.022413,0.23344147,0.57519543,,-0.0318,131.327,0.11613,0.97550005,0.2245,31.33333,1.44444,6.0,1.65,312585
IMMX,"Immix Biopharma, Inc.",Healthcare,Biotechnology,5.95,0.315083008,31,0,5,5,2,4,15,,,0.0,0.0,,-12.6595745,,23.8,,-1.82547,13.386,0.22368,0.05366,0.0545,9.6,,2.0,0.311,1049783
KSS,Kohl's Corporation,Consumer Cyclical,Department Stores,16.9,1.895997312,31,0,14,3,8,2,4,-0.036,-0.647,0.40467,0.021540001,9.768785,12.45688,0.12037314,0.4816324,,0.050430004,173.079,0.03013,0.99255997,0.3614,22.0,3.14286,12.0,1.45,4767913
LBRT,Liberty Energy Inc.,Energy,Oil & Gas Equipment & Services,25.34,4.104242432,31,5,10,4,0,3,9,-0.168,-0.409,0.21113001,-0.0038299998,22.42478,-542.4963,1.0494226,1.983096,,0.09215,30.246,0.03744,1.01307,0.0857,21.23077,2.23077,13.0,0.46,3558095
LEO,"Dreyfus Strategic Municipals, I",Financial Services,Asset Management,6.5,0.414908768,31,3,5,14,0,5,4,0.035,-0.674,1.0,0.87825996,,,13.843487,0.95630425,,-0.02994,32.842,0.0,0.50286996,0.0008,,,,0.665,244366
LUMN,"Lumen Technologies, Inc.",Communication Services,Telecom Services,8.93,9.163439104,31,0,5,2,8,7,9,-0.042,,0.47069,-0.05248,,-19.282259,0.72209924,-7.805944,,,,0.08036,0.69356,0.0867,7.783,2.90909,10.0,1.473,14929906
MAN,ManpowerGroup,Industrials,Staffing & Employment Services,33.29,1.541233152,31,3,12,3,2,2,9,0.023,-0.191,0.16924,0.01899,,6.315582,0.08735317,0.7664856,,-0.0100300005,81.391,0.017029999,1.1056501,0.1531,38.66667,2.75,9.0,0.861,981925
MCHB,Mechanics Bancorp,Financial Services,Banks - Regional,15.17,3.355811072,31,11,9,4,0,3,4,-0.157,0.339,0.0,0.21404,17.43678,12.2338705,5.921284,1.2096324,,,,0.78346,0.10258,,15.5,,1.0,0.169,656091
MDU,"MDU Resources Group, Inc.",Utilities,Utilities - Regulated Gas,20.53,4.22724352,31,8,10,4,2,3,4,0.087,-0.717,0.31851998,0.12757,22.811113,20.237768,2.252616,1.5404818,,0.064169995,86.416,0.00942,0.85091,0.0829,21.33333,1.85714,6.0,0.429,2373675
MTW,"Manitowoc Company, Inc. (The)",Industrials,Farm & Heavy Construction Machinery,12.93,0.458639328,31,3,10,3,2,4,9,0.055,,0.17899999,0.03253,8.08125,16.325758,0.21235268,0.67179304,,0.088199995,83.697,0.04927,0.76456,0.0234,10.0,4.5,2.0,1.881,242030
MUC,Blackrock MuniHoldings Californ,Financial Services,Asset Management,10.99,1.03508128,31,3,5,14,0,5,4,0.053,,1.0,0.8255,,,12.517109,0.9836212,,-0.06632,69.815,0.0,0.30131,0.0019,,,,0.655,325041
NMZ,Nuveen Municipal High Income Op,Financial Services,Asset Management,10.37,1.218476032,31,0,5,14,6,2,4,,,1.0,0.88259006,49.380955,,10.959911,0.97710353,,0.02102,36.48,6.0000002e-05,0.15090999,0.0049,,,,0.812,468445
NN,NextNav Inc.,Technology,Software - Infrastructure,14.63,1.972549632,31,0,4,0,6,6,15,-0.448,,-0.64578,-19.915451,,-25.893806,356.12018,-89.20731,,-7.06791,,0.2825,0.54887,0.171,20.0,,1.0,0.987,1268526
NNE,Nano Nuclear Energy Inc.,Industrials,Specialty Industrial Machinery,32.11,1.624823552,31,0,5,5,4,8,9,,,0.0,0.0,,-21.335548,,6.022131,,-0.31527,1.256,0.19285999,0.37859002,0.31870002,46.66667,,3.0,,2044743
NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,18.6,6.90738432,31,5,10,5,2,0,9,-0.007,-0.667,0.21744,0.04917,18.78788,15.928477,0.7871663,1.0560982,,0.06033,36.164,0.00835,1.09179,0.1397,17.65,2.47619,20.0,0.951,4128680
