ticker,company_name,sector,industry,current_price,market_cap_billions,total_score,growth_score,value_score,quality_score,momentum_score,sentiment_score,sector_score,revenue_growth,earnings_growth,gross_margin,operating_margin,trailing_pe,forward_pe,price_to_sales,price_to_book,peg_ratio,return_on_equity,debt_to_equity,insider_ownership,institutional_ownership,short_percent,target_price,recommendation,num_analysts,beta,average_volume
HDSN,"Hudson Technologies, Inc.",Basic Materials,Specialty Chemicals,7.14,0.311291136,55,14,14,9,6,8,4,0.195,0.588,0.2716,0.18872999,14.0,16.044943,1.3143132,1.1706837,,0.08748,2.082,0.114209995,0.79371,0.026700001,9.625,,4.0,0.862,379535
HLMN,Hillman Solutions Corp.,Industrials,Tools & Accessories,9.48,1.87361984,55,16,12,8,6,4,9,0.08,2.097,0.48762,0.10865,49.894733,15.917522,1.219291,1.5214251,,0.031089999,63.748,0.00858,1.03461,0.0277,12.2125,,8.0,1.642,1069486
HNRG,Hallador Energy Company,Energy,Thermal Coal,18.19,0.85528384,55,17,10,8,4,7,9,0.396,14.077,0.28678,0.18199,,29.181974,1.8547081,5.3515744,,-0.74704003,36.414,0.13203,0.67222,0.0687,26.66667,,3.0,0.255,581150
HTGC,"Hercules Capital, Inc.",Financial Services,Asset Management,18.68,3.394493696,55,16,7,16,6,6,4,0.103,0.506,1.0,0.83817,10.735632,9.230891,6.567695,1.531273,,0.15357,98.989,0.01733,0.2871,0.0293,20.91667,1.55556,9.0,0.783,1161670
LEVI,Levi Strauss & Co,Consumer Cyclical,Apparel Manufacturing,20.54,8.027639808,55,16,12,11,10,2,4,0.07,9.604,0.61383,0.11682,16.301588,12.465862,1.2182657,3.7116013,,0.25888002,106.196,0.066929996,0.87113,0.100600004,27.14286,1.64286,14.0,1.329,1951418
LTH,"Life Time Group Holdings, Inc.",Consumer Cyclical,Leisure,29.34,6.46982912,55,16,12,8,10,5,4,0.129,1.368,0.47377998,0.16344,22.921875,18.346903,2.2206824,2.1646748,,0.10378,138.312,0.12583,0.84944,0.0573,40.36364,1.36364,11.0,1.678,2146245
MGNI,"Magnite, Inc.",Communication Services,Advertising Agencies,15.02,2.15759104,55,16,12,8,8,2,9,0.108,2.522,0.62296003,0.13951,37.55,14.373207,3.07102,2.6702223,,0.07559,77.383,0.013459999,0.98498,0.108100004,26.85714,1.42857,14.0,2.349,2607271
VCEL,Vericel Corporation,Healthcare,Biotechnology,36.5,1.845951872,55,11,8,11,8,2,15,0.166,,0.73814005,0.05111,140.38461,62.931038,7.1350236,5.732684,,0.04516,30.655,0.0105,1.07165,0.1112,55.0,1.25,6.0,1.178,614151
VCYT,"Veracyte, Inc.",Healthcare,Diagnostics & Research,38.74,3.062365184,55,14,7,14,8,3,9,0.138,0.263,0.70606005,0.17525999,101.94737,25.29596,6.1848345,2.4344876,,0.02491,3.217,0.00414,1.14482,0.073,47.66667,1.75,9.0,1.877,912848
VNT,Vontier Corporation,Technology,Scientific & Technical Instruments,37.43,5.490980864,55,11,8,11,10,3,12,0.003,0.167,0.47337002,0.18924,13.761029,10.976862,1.8039296,4.418605,,0.35584,172.189,0.00558,1.02052,0.0513,45.77091,1.91667,11.0,1.28,1129861
ADMA,ADMA Biologics Inc,Healthcare,Biotechnology,17.01,4.059108608,54,8,7,19,2,3,15,0.12,-0.0,0.54708,0.38005,19.77907,18.095745,8.308329,9.402986,,0.63174,19.278,0.0257,0.93512,0.0959,25.66667,,3.0,0.464,2881345
CAI,"Caris Life Sciences, Inc.",Healthcare,Biotechnology,25.2,7.110102528,54,12,5,10,2,10,15,1.134,,0.60179,0.15054,,115.72905,10.954427,14.858491,,,89.208,0.48463002,0.47832,0.0454,37.88889,1.33333,9.0,,2258616
DAKT,"Daktronics, Inc.",Technology,Electronic Components,22.46,1.094875904,54,16,12,7,4,6,9,0.1,0.571,0.2685,0.094060004,187.16666,18.561981,1.4213943,3.6753395,,0.026400002,3.799,0.10722,0.72293,0.0317,30.0,,2.0,1.723,437826
DX,"Dynex Capital, Inc.",Real Estate,REIT - Mortgage,14.57,2.907960832,54,20,7,14,4,5,4,2.348,0.926,1.0,0.91763,5.898785,10.52221,7.8147254,1.0819039,,0.17497,564.917,0.00455,0.28318,0.0502,15.1,1.83333,5.0,0.96,5416933
FBRT,"Franklin BSP Realty Trust, Inc.",Real Estate,REIT - Mortgage,10.42,0.857303936,54,17,13,9,4,7,4,0.66,-0.601,0.96175003,0.18672001,13.025,7.7185183,3.556525,0.7120891,,0.05864,263.62,0.00107,0.56544995,0.0372,14.375,,4.0,1.133,734816
GDYN,"Grid Dynamics Holdings, Inc.",Technology,Information Technology Services,8.17,0.692858496,54,11,15,8,2,6,12,0.191,-0.8,0.35289,0.00677,48.058823,17.530685,1.7067372,1.2870195,,0.02961,2.538,0.22216,0.82003,0.0623,12.5,,5.0,0.815,1025496
GLXY,Galaxy Digital Inc.,Financial Services,Capital Markets,29.96,12.1002752,54,17,13,10,6,4,4,2.354,,1.0,0.98873,53.5,-528.6748,0.51000166,3.0484328,,0.04355,142.86,0.02792,0.76342005,,47.81818,1.42857,11.0,3.879,7409080
GRDN,"Guardian Pharmacy Services, Inc",Healthcare,Medical Care Facilities,30.68,1.942693248,54,11,5,11,6,9,12,0.2,,0.1974,0.044770002,45.117645,27.27111,1.3979851,10.57202,,0.24004,20.107,0.37915,0.57845,0.0591,35.0,1.25,4.0,,311760
INDV,Indivior PLC,Healthcare,Drug Manufacturers - Specialty & Generic,34.71,4.339597824,54,16,8,10,6,5,9,0.023,1.063,0.83814,0.36943,35.418365,11.61981,3.6776252,-20.960144,,,,0.0372,0.78416,0.0943,45.57143,1.28571,7.0,1.105,2469261
NPKI,NPK International Inc.,Energy,Oil & Gas Equipment & Services,13.83,1.168561664,54,17,9,11,4,4,9,0.557,,0.36597002,0.13157,36.394737,25.61111,4.50535,3.499494,,0.10231,5.747,0.04059,0.90760005,0.0161,16.75,,4.0,1.246,737465
NSSC,"NAPCO Security Technologies, In",Industrials,Security & Protection Services,38.3,1.365943552,54,11,4,19,8,3,9,0.117,0.133,0.56162,0.27748,31.13821,25.704697,7.3128796,7.756176,,0.25026,3.007,0.05607,0.91214997,0.0789,48.83333,,6.0,1.51,357228
ORC,"Orchid Island Capital, Inc.",Real Estate,REIT - Mortgage,8.27,1.516270976,54,25,5,10,6,4,4,2.591,1.209,0.95311,0.92981005,15.903848,6.778689,18.909187,1.128702,,0.07022,737.502,0.0012899999,0.30032,0.0675,7.5,,1.0,1.675,6058543
OSBC,"Old Second Bancorp, Inc.",Financial Services,Banks - Regional,19.98,1.052331072,54,20,11,7,6,6,4,0.323,0.286,0.0,0.44798002,12.333333,8.808242,3.3799734,1.1734993,,0.10245,,0.047280002,0.7017,0.0219,23.83333,1.66667,6.0,0.82,315501
PNTG,"The Pennant Group, Inc.",Healthcare,Medical Care Facilities,27.34,0.94579232,54,11,12,5,10,4,12,0.268,-0.15,0.20391001,0.04448,36.453335,20.87023,1.1162769,2.9556756,,0.11283,90.031,0.04753,0.94162005,0.0298,37.5,1.14286,6.0,1.281,277583
SAFE,Safehold Inc. New,Real Estate,REIT - Diversified,13.96,1.001718464,54,16,14,10,2,8,4,0.056,0.511,0.98874,0.81365997,8.89172,8.267252,2.510774,0.41908076,,0.0476,186.721,0.22547,0.73884004,0.053600002,19.63636,2.36364,11.0,1.817,475971
SM,SM Energy Company,Energy,Oil & Gas E&P,18.87,2.161637632,54,6,15,18,4,2,9,0.267,-0.354,0.76992995,0.31666002,2.9810429,5.8759236,0.68262106,0.45864424,,0.16577,58.251,0.016180001,1.02544,0.1001,30.75,2.15385,12.0,1.07,3301478
VRRM,Verra Mobility Corporation,Technology,Information Technology Services,19.59,3.12586752,54,17,8,11,2,4,12,0.161,0.381,0.59809,0.2856,57.617645,14.424033,3.3158069,7.7522755,,0.11486,264.602,0.00851,1.0265499,0.04,28.71429,1.625,7.0,0.6,1447981
WAY,Waystar Holding Corp.,Healthcare,Health Information Services,26.71,5.110065664,54,16,14,12,2,1,9,0.119,4.667,0.67777,0.2242,41.092308,16.363613,4.9142714,1.4476963,,0.03543,38.967,0.01911,1.07166,0.0747,46.90476,1.31818,21.0,,2071928
WYFI,"WhiteFiber, Inc.",Technology,Software - Application,22.02,0.842484928,54,12,10,9,6,5,12,0.643,,0.61059,-0.71874,,-54.370373,12.000862,1.751372,,,8.597,0.71546,0.19872999,0.1499,34.625,1.25,8.0,,1155620
AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,26.15,1.215846272,53,8,12,11,6,7,9,0.003,-0.526,0.49362,0.2524,11.570796,7.3466616,1.6809592,1.5603555,,0.14840001,84.554,0.24295999,0.73903,0.1683,31.57143,,7.0,0.892,395370
ARLP,"Alliance Resource Partners, L.P",Energy,Thermal Coal,24.27,3.116948224,53,8,12,11,6,7,9,-0.069,0.11,0.31923,0.18107,12.84127,9.067237,1.3856859,1.7198129,,0.13363,25.753,0.29313,0.1737,0.0126,31.0,1.0,3.0,0.291,319625
BETA,"Beta Technologies, Inc.",Industrials,Aerospace & Defense,23.0,5.463227392,53,12,5,10,2,9,15,1.909,,0.75716,-9.03499,,-12.507478,188.90828,-0.66610676,,,25.739,0.39798,0.26773,0.013099999,37.625,1.5,8.0,,1245700
CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,39.09,6.551407616,53,11,5,13,10,2,12,0.18,-0.412,0.67649,0.20862,60.138466,34.580982,6.7421775,4.3965807,,0.07206,5.298,0.00282,1.03687,0.0431,48.05,1.90476,20.0,1.519,1752326
CNOB,"ConnectOne Bancorp, Inc.",Financial Services,Banks - Regional,27.61,1.388039936,53,25,9,5,4,6,4,0.875,0.915,0.0,0.56709,16.93865,7.523161,4.690021,0.9702699,,0.04413,,0.05198,0.74803,0.0358,31.2,,5.0,1.121,273075
CON,Concentra Group Holdings Parent,Healthcare,Medical Care Facilities,21.6,2.768492544,53,11,9,9,6,6,12,0.17,0.026,0.2836,0.16878,18.46154,14.594595,1.3250319,7.1808515,,0.44832,521.996,0.1071,0.90141,0.0348,28.42857,1.28571,7.0,,966131
DNOW,DNOW Inc.,Industrials,Industrial Distribution,15.07,2.79791872,53,16,10,7,6,5,9,0.046,0.905,0.22985001,0.05836,17.321838,14.352382,1.15046,1.3388416,,0.08337,4.219,0.014140001,0.63568,0.045500003,17.0,1.0,2.0,0.758,2516221
IIIV,"i3 Verticals, Inc.",Technology,Software - Infrastructure,21.8,0.858329216,53,8,14,10,4,2,15,0.07,-0.995,0.68762,0.00062,155.71428,17.723576,4.0267277,1.342034,,0.010880001,0.925,0.022720002,1.34399,0.3058,34.16667,,6.0,1.016,287210
IMMR,Immersion Corporation,Technology,Software - Application,6.73,0.221259584,53,0,15,14,6,6,12,,,0.74814004,0.04072,3.738889,12.236363,1.3563142,0.68311,,0.19552,56.886,0.15928,0.51133996,0.1118,13.5,,1.0,0.809,502568
INR,"Infinity Natural Resources, Inc",Energy,Oil & Gas E&P,16.08,0.251324816,53,6,12,15,6,5,9,0.151,,0.74526,0.49109,,5.608376,0.81472,0.8707896,,-0.031059999,8.534,0.11755,0.97912,0.066599995,20.55556,1.125,9.0,,328558
LOB,"Live Oak Bancshares, Inc.",Financial Services,Banks - Regional,39.5,1.818279808,53,25,9,5,2,8,4,0.617,3.479,0.0,0.43623,17.713005,9.518072,3.781953,1.5761541,,0.09359,,0.23347001,0.66863,0.0644,45.25,2.4,4.0,2.027,324136
MARA,"MARA Holdings, Inc.",Financial Services,Capital Markets,9.86,3.728897536,53,17,14,14,0,4,4,0.917,,0.44869998,0.31454,3.8365757,-36.518517,4.056796,0.7236697,,0.23066,70.386,0.0054699997,0.77856004,0.3575,20.65909,,11.0,5.365,42032181
MAX,"MediaAlpha, Inc.",Communication Services,Internet Content & Information,10.24,0.6718976,53,14,10,2,8,10,9,0.183,0.529,0.15289,0.065,,7.5488944,0.5982564,-19.57935,,,,0.39878,0.53951,0.0475,15.92857,,7.0,1.211,510743
MD,"Pediatrix Medical Group, Inc.",Healthcare,Medical Care Facilities,21.0,1.828768,53,13,10,10,4,4,12,-0.036,2.652,0.25812998,0.15015,10.994764,9.603687,0.95127344,1.983752,,0.19984,72.111,0.021300001,1.00207,0.0498,22.66667,,6.0,0.739,927448
ORI,Old Republic International Corp,Financial Services,Insurance - Property & Casualty,39.09,9.672820736,53,14,10,15,6,4,4,0.193,0.973,0.63034,0.11744001,10.508064,11.22202,1.058724,1.6233389,,0.16314,26.818,0.07722,0.77523005,0.0304,42.5,2.33333,2.0,0.814,1792788
PANL,Pangaea Logistics Solutions Ltd,Industrials,Marine Shipping,8.48,0.553251392,53,16,12,4,2,10,9,0.102,0.727,0.17990999,0.098500006,28.266665,7.5489836,0.9293096,1.3151364,,0.04013,82.189,0.5388,0.37363,0.0135,10.41667,1.0,3.0,0.772,436721
PGNY,"Progyny, Inc.",Healthcare,Healthcare Plans,24.12,2.079425152,53,14,10,9,8,3,9,0.093,0.364,0.22940001,0.0687,38.90323,12.263887,1.6390345,3.6841302,,0.11372,5.027,0.07674,1.04241,0.0588,30.90909,1.54545,11.0,0.936,1584885
PLAB,"Photronics, Inc.",Technology,Semiconductor Equipment & Materials,35.28,2.083800448,53,8,12,13,4,1,15,-0.031,0.984,0.35303003,0.24149,15.473684,15.8918915,2.4535677,1.732554,,0.12361,0.373,0.03982,0.94293,0.0686,42.0,,1.0,1.518,1352803
RIOT,"Riot Platforms, Inc.",Financial Services,Capital Markets,16.97,6.309568,53,17,12,12,6,2,4,1.126,,0.39548,0.28362,32.634617,-27.81967,9.902612,1.796908,,0.052449998,24.876,0.06268,0.69263,0.1523,26.83789,1.26316,19.0,3.676,19429973
RYN,Rayonier Inc. REIT,Real Estate,REIT - Specialty,22.6,3.684482304,53,15,12,15,4,3,4,0.431,0.45,0.38918,0.27452,8.692308,46.58161,2.8487434,1.526099,,0.19227,45.621,0.00848,0.89788,0.05,26.66667,2.5,6.0,0.987,1747980
SARO,"StandardAero, Inc.",Industrials,Aerospace & Defense,31.18,10.377665536,53,19,8,4,4,3,15,0.204,2.348,0.14968,0.08928,55.678574,25.987665,1.7672818,4.034679,,0.09854999,99.393,0.0042,1.05452,0.0696,36.25,1.81818,12.0,,2481525
XERS,"Xeris Biopharma Holdings, Inc.",Healthcare,Biotechnology,7.24,1.201291776,53,9,9,7,8,5,15,0.371,,0.84556997,0.09049,,23.020666,4.5138097,-1448.0,,,,0.03862,0.59705,0.10569999,11.14286,1.42857,7.0,0.94,2442068
ZETA,Zeta Global Holdings Corp.,Technology,Software - Infrastructure,19.47,4.78799104,53,6,10,9,10,3,15,0.257,,0.60836,0.04518,,20.119871,3.909512,6.718426,,-0.039189998,30.196,0.02795,0.83766,0.0953,30.25,1.57143,12.0,1.268,7654388
ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,25.7,4.34797312,52,11,7,16,2,1,15,0.113,1.128,0.58997,0.12833,16.580647,31.62649,4.1523237,4.7390747,,0.34952,5.975,0.00543,1.01649,0.0774,30.84211,2.0,19.0,0.681,1437153
AOSL,Alpha and Omega Semiconductor L,Technology,Semiconductors,22.5,0.676382656,52,9,10,6,4,8,15,0.449,,0.22865999,0.12612,,99.263245,0.97073185,0.810694,,-0.111719996,39.038,0.16564,0.73533994,0.081599995,24.33333,2.33333,3.0,1.961,362518
CLSK,"CleanSpark, Inc.",Financial Services,Capital Markets,12.59,3.219897088,52,12,14,12,6,4,4,1.505,,0.55227,-1.84064,11.241072,23.314814,4.201799,1.6457516,,0.1852,37.963,0.03403,0.79363996,0.4516,23.07692,1.30769,13.0,3.482,31517423
CTRE,"CareTrust REIT, Inc.",Real Estate,REIT - Healthcare Facilities,37.08,8.279976448,52,25,3,15,2,3,4,0.712,0.674,0.96266,0.66236,27.264708,22.203594,19.324158,2.0679271,,0.08071,22.249,0.00467,1.0303501,0.0713,41.45455,1.36364,11.0,0.772,1836260
DEC,Diversified Energy Company,Energy,Oil & Gas Integrated,13.14,1.012383744,52,12,15,6,6,4,9,1.117,,0.54495,0.10479999,,6.3021584,0.88153565,1.4268651,,-0.21422,379.369,0.05963,0.75448996,,20.58333,1.33333,6.0,0.568,583630
DLX,Deluxe Corporation,Industrials,Conglomerates,27.12,1.220607872,52,16,10,8,6,3,9,0.022,2.717,0.52331,0.14929,14.502674,6.1357465,0.57615906,1.8369006,,0.12983,226.159,0.01978,0.89289004,0.0876,29.66667,2.0,3.0,1.345,372396
FDMT,"4D Molecular Therapeutics, Inc.",Healthcare,Biotechnology,8.97,0.512501632,52,12,10,5,6,4,15,29.0,,0.0,-655.3889,,-2.5787423,4270.847,1.1370263,,-0.45378,6.034,0.03615,0.79905,0.1714,33.11111,1.54545,9.0,2.983,954040
MNR,Mach Natural Resources LP,Energy,Oil & Gas E&P,11.73,1.975599616,52,8,15,8,2,10,9,0.12,,0.61724997,-0.080860004,12.478723,9.556008,2.0658634,1.0043668,,0.066750005,59.332,0.266,0.62792,0.0198,19.4,1.28571,5.0,-0.271,392601
ORRF,"Orrstown Financial Services, In",Financial Services,Banks - Regional,35.41,0.690750208,52,16,12,7,6,7,4,0.08,0.563,0.0,0.4707,8.4712925,8.154288,2.7402132,1.167722,,0.14592,,0.045029998,0.58801997,0.0159,40.8,1.6,5.0,0.809,261368
PRDO,Perdoceo Education Corporation,Consumer Defensive,Education & Training Services,31.77,2.063568896,52,11,12,18,6,1,4,0.248,0.053,0.80093,0.24052,13.635194,11.428058,2.544826,2.0479598,,0.16141,12.176,0.01263,0.99031997,0.0588,42.0,,1.0,0.908,712433
PTRN,Pattern Group Inc. - Series A,Technology,Software - Application,15.96,3.158921984,52,9,10,7,6,8,12,0.456,,0.43452,-0.09408,,25.741936,1.3772311,5.1919327,,,5.728,0.6989,0.23865,0.0791,21.66667,1.2,9.0,,853191
RCAT,"Red Cat Holdings, Inc.",Industrials,Aerospace & Defense,14.93,1.782211072,52,12,5,5,8,7,15,6.464,,-0.38542,-1.8173699,,-49.766666,239.41765,6.9668694,,,8.852,0.117460005,0.40749002,0.2158,19.5,1.25,4.0,1.198,10559986
RRC,Range Resources Corporation,Energy,Oil & Gas E&P,37.45,8.920256512,52,19,7,13,4,0,9,0.161,1.898,0.48490003,0.33048,15.735293,10.700948,3.0849864,2.1108105,,0.14217,32.665,0.01181,1.00558,0.1176,40.54167,2.64,24.0,0.516,3054120
SLP,"Simulations Plus, Inc.",Healthcare,Health Information Services,17.71,0.356796032,52,8,11,10,6,8,9,-0.027,2.0,0.59604,0.03871,,16.629107,4.5350046,2.8071008,,-0.4121,0.438,0.17255,0.78594,0.0798,24.66667,2.14286,3.0,1.095,361930
UNIT,Uniti Group Inc.,Real Estate,REIT - Specialty,7.52,1.851361024,52,25,8,4,8,3,4,1.473,60.534,0.64522004,-0.05895,1.059155,-10.59155,1.149466,2.5850809,,,1450.47,0.021879999,0.88955003,0.099700004,7.47778,2.77778,9.0,1.461,2540063
VVV,Valvoline Inc.,Consumer Cyclical,Auto & Truck Dealerships,32.56,4.14299904,52,17,7,12,10,2,4,0.281,0.403,0.38502,0.26228002,19.497007,16.358274,2.4223814,12.226812,,0.81969,,0.0029300002,1.14748,0.1193,39.13333,1.66667,15.0,1.188,2349900
WLTH,Wealthfront Corporation,Technology,Software - Application,8.84,1.327064192,52,6,12,15,0,7,12,0.161,-0.025,0.89482003,0.33722,,11.89243,3.7750342,3.062002,,,3.223,0.22580999,0.012560001,0.0254,16.16667,2.14286,6.0,,1831556
AMPL,"Amplitude, Inc.",Technology,Software - Application,9.37,1.252639488,51,6,10,10,8,5,12,0.177,,0.73964,-0.28962,,80.525955,3.7968092,4.7781744,,-0.37474,1.443,0.03659,0.77661,0.0544,15.5,1.63636,10.0,1.496,1400696
ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices,14.85,2.205970432,51,9,9,4,10,7,12,0.304,,0.69227,-0.0479,,74.18324,3.030096,190.38461,,-5.4040504,1683.765,0.20989999,0.74101996,0.13520001,24.38462,1.46154,13.0,1.017,2902778
ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,36.95,1.837042688,51,6,11,11,8,3,12,0.158,,0.74871004,0.00155,,-282.06107,3.5443275,3.854982,,-0.06112,16.103,0.03194,1.0004001,0.052199997,52.77778,,9.0,1.406,524790
CTKB,"Cytek Biosciences, Inc.",Healthcare,Medical Devices,5.01,0.640602816,51,3,11,9,8,8,12,0.015,,0.53461,-0.17578,,-334.00003,3.2546325,1.6919961,,-0.03356,6.558,0.09276,0.63415,0.064899996,6.0,,4.0,1.303,1303173
CXM,"Sprinklr, Inc.",Technology,Software - Application,6.35,1.56645696,51,8,13,16,0,2,12,0.092,-0.75,0.6872,0.05515,15.487804,13.379124,1.8667253,2.7973568,,0.21349001,8.679,0.069520004,0.94961,0.1716,10.5,2.55556,8.0,0.773,1809366
DSP,Viant Technology Inc.,Technology,Software - Application,12.49,0.791558528,51,8,9,8,8,6,12,0.071,-0.333,0.45898998,0.049439996,124.899994,18.057743,2.4420943,8.91506,,0.04239,8.757,0.03874,0.61817,0.059499998,17.6,1.3,10.0,1.031,243943
ENPH,"Enphase Energy, Inc.",Technology,Solar,38.25,5.005384192,51,16,5,9,6,0,15,0.078,0.517,0.31934,0.16433,26.19863,18.105139,3.3096142,5.030247,,0.20305,123.979,0.03383,0.9546,0.3013,39.46724,2.72727,29.0,1.348,6603018
FTK,"Flotek Industries, Inc.",Energy,Oil & Gas Equipment & Services,18.55,0.557572608,51,11,6,13,4,8,9,0.126,5.625,0.25812998,0.16543,20.163042,21.569767,2.5286627,5.0094514,,0.29095,48.826,0.53086,0.39101002,0.1893,19.0,,4.0,1.451,353381
IDN,"Intellicheck, Inc.",Technology,Software - Application,6.01,0.121431504,51,11,9,6,6,7,12,0.277,,0.90331,0.03957,601.00006,66.77778,5.527654,6.4209404,,0.011729999,,0.05688,0.45801997,0.0114,8.0,,4.0,1.137,386260
KN,Knowles Corporation,Technology,Electronic Components,24.57,2.11025856,51,16,7,11,4,4,9,0.073,66.374,0.43870997,0.17201,61.425,20.09816,3.6796136,2.7828743,,0.04682,26.31,0.02007,1.06846,0.0372,26.5,,4.0,1.503,704881
LAW,"CS Disco, Inc.",Technology,Software - Application,6.34,0.396196704,51,3,12,10,6,8,12,0.128,,0.74634004,-0.18180001,,-57.636364,2.5949993,3.033493,,-0.41002,5.82,0.089829996,0.78198,0.017,8.5,,4.0,2.103,215140
PBYI,Puma Biotechnology Inc,Healthcare,Biotechnology,6.43,0.324014816,51,0,8,18,4,6,15,-0.324,-0.585,0.76908994,0.17573,8.689189,11.690908,1.5284078,2.8103144,,0.39685002,35.614,0.15387,0.71713996,0.0833,5.0,3.0,1.0,1.175,489736
QBTS,D-Wave Quantum Inc.,Technology,Computer Hardware,23.22,8.65119744,51,12,5,10,10,5,9,0.999,,0.82816005,-7.41803,,-105.94515,358.31665,11.981424,,-1.22029,5.934,0.014199999,0.50036997,0.135,39.16933,1.4,15.0,1.557,36286280
SD,"SandRidge Energy, Inc.",Energy,Oil & Gas E&P,15.67,0.576244544,51,9,9,17,0,7,9,0.325,-0.373,0.70369005,0.38534,8.75419,9.272189,3.6955335,1.1684438,,0.14085001,0.27,0.15021,0.60546,0.056599997,17.0,,1.0,0.475,338840
SEPN,"Septerna, Inc.",Healthcare,Biotechnology,23.8,1.065625728,51,12,7,10,4,3,15,121.131,,1.0,-0.45992002,,-28.377249,48.338657,2.7331188,,-0.22383,6.202,0.031489998,1.00937,0.0747,33.85714,1.125,7.0,,309596
SHLS,"Shoals Technologies Group, Inc.",Technology,Solar,10.02,1.677232,51,14,7,11,4,0,15,0.329,,0.36816,0.18778999,52.736847,20.313831,3.8646522,2.844167,,0.05863,28.194,0.00915,1.17665,0.107200004,9.95,2.04762,20.0,1.702,4415948
SPRU,Spruce Power Holding Corporatio,Technology,Solar,6.12,0.111193448,51,9,10,9,4,4,15,0.437,,0.61652,0.27493998,,-7.948052,1.0294737,0.8904408,,-0.17415,544.239,0.0671,0.33635,0.0554,,,,1.264,367283
SSRM,SSR Mining Inc.,Basic Materials,Gold,26.82,5.467173888,51,22,9,11,0,5,4,0.499,4.881,0.46523997,0.24812001,26.038836,6.739286,3.8202624,1.6346681,,0.04665,8.869,0.00641,0.73070997,0.055,28.0,2.3,5.0,0.465,2943448
TNXP,Tonix Pharmaceuticals Holding C,Healthcare,Biotechnology,18.22,0.232998624,51,11,10,5,6,4,15,0.166,,0.34314,-10.05076,0.06526957,-2.1186044,22.623423,0.80151325,,-0.64986,0.184,0.00031,0.23659,0.1698,66.33333,1.0,3.0,1.792,603641
USAC,"USA Compression Partners, LP",Energy,Oil & Gas Equipment & Services,25.8,3.16528512,51,16,4,9,4,9,9,0.043,1.037,0.67851996,0.35105,31.85185,17.94508,3.192398,-21.078432,,,,0.53582,0.40646,0.0537,26.6,3.0,5.0,0.204,268123
ACRE,Ares Commercial Real Estate Cor,Real Estate,REIT - Mortgage,5.19,0.285587296,50,12,9,10,8,7,4,0.773,,1.0,0.38631,,35.540646,3.253555,0.5470068,,-0.014199999,155.455,0.05796,0.44184,0.0363,4.75,3.375,4.0,1.296,539005
AEVA,"Aeva Technologies, Inc.",Technology,Software - Infrastructure,13.25,0.796058752,50,12,5,5,6,7,15,0.591,,-0.18536,-9.26544,,-7.371349,52.53126,23.916967,,-1.9234599,18.436,0.2308,0.71889997,0.3222,24.11,1.4,5.0,2.078,2956651
AM,Antero Midstream Corporation,Energy,Oil & Gas Midstream,18.72,8.955853824,50,11,3,15,2,10,9,0.087,0.16,0.81293,0.57813,19.10204,15.117377,7.1671433,4.3213296,,0.22522,145.682,0.30563,0.58327997,0.0301,19.0,3.375,7.0,0.773,2581850
ANGI,Angi Inc.,Communication Services,Internet Content & Information,13.15,0.583099456,50,5,15,11,6,4,9,-0.105,-0.671,0.94858,0.081999995,18.013699,5.8979983,0.5513234,0.5779204,,0.03423,54.027,0.10099,0.99637,0.1566,20.85714,2.25,7.0,1.711,1069235
ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology,25.73,3.151724032,50,12,4,9,8,2,15,1.217,,0.89962995,0.085930005,,54.57862,9.913296,19.58143,,-0.28168,71.976,0.01671,1.08009,0.1527,31.75,1.5,8.0,1.719,2062375
CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,38.57,2.098262912,50,17,15,2,4,3,9,0.581,-0.314,0.14637,0.113199994,31.614754,10.030582,0.7842194,1.0958321,,0.07439,104.722,0.10034,0.95425004,0.0937,67.5,2.0,2.0,0.925,684161
CEVA,"CEVA, Inc.",Technology,Semiconductors,22.17,0.598984704,50,3,13,10,6,3,15,0.043,,0.87167,-0.07342,,34.505836,5.5703964,1.9814103,,-0.04219,1.406,0.03026,0.85151,0.0784,31.4,1.4,5.0,1.436,549658
DVAX,Dynavax Technologies Corporatio,Healthcare,Drug Manufacturers - Specialty & Generic,15.48,1.817738496,50,14,11,12,2,2,9,0.177,0.693,0.61601,0.24765,,46.90909,5.4997325,3.4014502,,-0.07141,54.148,0.00753,1.0066,0.1229,22.0,,3.0,0.892,3077753
